id,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,target
0,0.6403072655039252,0.0,-0.43517167420691094,0.0,0.0,3.634147053710689,-0.6012891683431115,0.0,0.0,1.7690759962750704,-0.14046005627507574,0.0,0.0,0.0,-0.7892490374077692,2.3705352433110414,0.0,-1.8981730713472522,0.0,0.6015088290529338,1.9506325656662389,-2.3786226096366345,1.732526688256275,0.0,-0.05384234601630444,0.0,-0.3192602423870254,0.0,0.0,0.0,0.0,-2.469525814940037,1.586291435489131,0.0,0.0,0.0,0.6798268800543298,-1.5947434541247054,0.0,0.0,0.0,-0.04488046666990053,3.682584882415309,-1.5963182301967034,0.0,-0.28961464120361646,0.0,0.0,0.0,0.649503026882845,0.0,2.5749836536860773,-0.598547731551361,0.0,0.0,-1.1714292426394226,0.0,0.0,-0.8805448333400842,2.834137853834286,-0.28203822901772474,-0.6437148816159124,0.0,0.9735623558736262,3
1,0.0,-0.5179279697207384,-3.3150727644213234,0.0,-0.6505481445020617,-2.3669072178340644,0.0,0.0,0.0,0.0,-2.0561013756136433,1.860895036936069,2.176532883810004,0.0,-2.537414468248758,-0.9356807233296642,0.5718489416378402,-4.597897075433198,1.7255400945153432,0.0,0.0,0.0,2.567308116096151,1.5609459898475264,0.0,1.6335376956129855,0.0,0.0,0.0,0.0,-1.1472720505253602,1.8685407308078639,0.0,0.0,0.0,0.0,0.0,0.02745970642311961,0.0,0.0,-2.874801612302966,0.0,0.0,1.3410760482838529,0.0,0.0,-0.24665189214725242,0.0,0.0,0.27012647154712166,0.0,0.0,0.7003180585765404,0.0,0.0,0.0,0.0,0.9606458946886614,0.6213259381037197,-0.7009701133463225,-0.05252573219713225,0.006308153686355625,-2.1965675003585865,0.0,1
2,0.0,0.0,0.25441800391712566,-0.8339809178351107,0.0,0.0,-0.4775113201502236,1.3675180197565737,2.2639656107109443,0.0,0.0,2.255876028643543,0.0,1.1295308673768936,0.0,0.0,0.0,-2.19578538913654,0.9632149020338093,0.635101350995245,0.0,-1.4177431202098958,0.0,0.3665949975984808,0.0,-0.46667352520643257,-0.7110513418584847,0.0,0.0,0.0,0.0,0.5219379050877306,1.7018502667527444,1.0353853032421807,0.0,0.0,-2.041864024313084,0.0,0.0,-3.256046374952857,-0.24316837245915301,0.0,0.0,0.0,0.0,2.196976839453223,0.0,-1.4369024967865132,0.0,0.0,0.0,0.0,0.0,1.9002589206661675,0.0,0.0,-0.12020237563676353,0.0,-0.5559677167262943,0.42714792202130325,0.1422085568800473,4.231610661921721,0.5122761047306565,-1.3054151087889658,3
4,-1.915907579173167,0.0,-3.490331674499071,-5.664262365053831,0.0,0.0,0.0,-1.8747639116399062,0.0,0.0,0.0,0.0,-3.3632901939084663,0.0,-3.035875268533781,0.0,1.491949914889065,1.6985884297090097,0.9478178430036972,0.0,0.0,0.3109133065796334,-0.05860342786449979,0.0,0.0,0.0,0.0,1.3441245186257087,0.0,1.0245025005772699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9871742295278795,0.0,0.0,0.05997589896799606,0.0,-1.0566826600675752,-3.1972978653957345,-2.2715872933943055,0.0,1.4497286718726137,0.0,0.9609348975512392,0.6803436462801717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9174720399280965,0.0,0.0,1.3507376705207,-1.5366022028181767,0
5,0.0,0.0,0.0,0.0,0.0,0.0,2.8962374671220483,0.0,2.400802343181597,0.0,0.992198383120347,0.0,-1.1928228475641252,0.0,0.0,0.0,0.0,0.26157348417988824,0.23534793281510047,-2.990655154506434,1.2103947375212463,0.0,0.0,-3.0526589059360707,0.0,0.0,0.0,0.0,0.0,0.0,3.550813839264391,0.0,0.0,0.0,-0.9429987691493226,0.0,0.0,0.0,0.0,-1.5000135467797677,-0.20333214566732719,0.0,0.0,0.0,2.5605421932774446,0.0,0.0,-0.6433710348465093,0.0,3.1692120955460132,0.654068620376633,-0.16557559730826643,0.0,-0.7563378463302715,-0.5197352810109783,-3.555178079068591,0.028416349468087798,0.0,1.2362304839318214,3.438427693348935,-0.520343478934153,0.48434891383971573,-0.2119477464890432,2.0243474581900176,5
6,0.0,0.0,0.0,-1.6574002329067952,-0.6565877348228158,2.3357764070404654,-1.541631661824736,0.0,-1.5671132783038164,2.5990819558499183,0.32138436037448126,0.3524332760748945,0.0,0.2724279639211105,0.0,0.0,0.0,-1.8584589877360478,0.0,0.0,0.0,0.0,0.0,-0.5697846838341311,0.0,-1.5095012940063115,0.0,-0.744364992713267,-0.3986143235419681,-2.9171916028788543,-0.4752207556940796,-4.385170942444148,0.0,0.0,0.0,-2.930761752322379,0.0,0.0,-0.7654047136490227,0.0,1.2389222362206522,1.8960004066281062,0.0,0.46765306950115915,0.22640397698054393,0.0,0.0,0.0,-1.5715623639227778,0.0,0.9900044196147102,0.6034855935733535,-0.6611756648653345,0.0,1.284898497158582,0.0,0.6311911679380361,-0.4014082853583801,0.0,0.0,0.0,-0.0725432551351037,-0.6025229274639893,-3.1968303711767074,3
8,-0.38754095400940924,-0.5405102422735839,-2.6525067036344003,0.0,-5.260499351744748,0.0,0.0,-2.1743240150768504,-2.530357036514717,0.0,0.0,-3.857262883404042,0.0,0.0,-0.05036302602746884,-1.3227511753884067,3.079306245583328,0.0,0.0,0.0,0.9146996766369679,0.0,0.0,0.0,0.0,-1.4856638529471682,0.0,1.4193494142548457,0.0,4.159483508841504,1.9755022605745038,0.0,-0.5197845417883027,0.0,0.0,3.817121635137073,0.0,1.0762967828180419,0.03727498360943764,0.0,0.0,0.0,1.3421862783060263,0.0,-0.7088129117745606,0.0,-1.1585758396262027,0.0,1.4887634924803808,1.709805643519926,0.3128772520851303,0.0,-1.0479939770850224,1.3016492174228005,-1.0803275529785317,0.0,0.4532836253009466,-0.13656099604940072,-3.3301515596477387,-0.2089655950989574,4.74830051988761,-2.8240641196534995,-0.368830097600658,-1.6109573881102854,0
10,-1.21412487195312,0.0,0.0,0.0,-2.9542729555744143,-1.1290014996258317,0.0,0.0,-3.1592223032990416,0.0,-5.28419962521474,-0.13750284064200136,0.0,1.7028173088303178,0.0,0.0,0.0,-0.45603648700082,4.2486409336876925,0.0,0.0,0.0,-0.7367071711137857,0.0,0.0,0.0,0.0,0.0,3.3887049679977865,0.0,0.0,0.4595793785055071,0.0,-1.8052989571036517,0.0,2.1985535469611452,-1.0122623670013107,0.0,0.0,-1.9048350102344542,-0.8482863969117808,0.0,1.357540755729497,0.0,0.9576817762982898,0.0,0.31350716530689493,0.0,1.723420668556027,0.8152089866310037,-1.3245886144843002,-1.3113411082798987,0.0,0.0,0.0,1.056906634903099,0.0,-2.3477867411983167,0.26665417683981846,1.3112506513408413,-0.2026579039051395,0.4674202508548367,0.8319724607229414,-1.7558035720563034,0
12,-4.109888481808064,0.5597554327307114,0.0,0.23694452618158346,0.0,-1.1313942632179017,0.0,0.0,0.0,0.0,0.0,-0.908133820073226,-0.49599325957553453,0.0,0.0,0.0,-0.5739753271513075,0.18989023774116176,-1.8900752302830943,0.35229251436331316,0.0,0.0,0.0,-1.6813111627616326,-0.12688629690955155,0.36160290330252,0.0,0.0,1.6084546404995774,0.0,0.0,0.0,-1.4232806274289334,1.9009319630278025,0.18040802299532865,0.0,-1.8533896448355442,-0.7929250316324246,1.1074007265140433,-3.6902370781014184,0.0,-0.21274504575281217,2.229423031583039,0.6055486299111892,0.0,-0.17889823649105607,0.0,0.0,0.0,-0.28449940291555054,1.131062503608175,0.0,-1.3199221777279442,-1.1523987412641832,0.0,-0.6100615926559185,0.42000664765692663,2.726407971999663,-0.38033633302518854,0.7622462847994292,2.080151650484771,0.0,-0.056173547926743436,0.878370532164847,2
13,-1.279432369519979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4223136365618846,0.0,3.214828179342982,0.0,0.0,1.8249086010828028,0.0,-0.6363995801463811,0.0,-2.9587561769651347,0.678366020319217,0.5775925226072727,-0.46141459455503786,0.0,2.083176596080263,0.11152745427484345,0.0,-1.2319422067910224,-2.589777917249135,0.12509017777589193,0.17766667780021128,-1.2064092106149036,-1.5182772574075583,0.0,0.0,0.0,2.3897453157297575,0.0,1.0236727515646795,0.0,-0.5823288165553466,0.0,0.0,0.0,0.0,-0.05899544458230899,0.0,0.0,0.0,0.0,0.0,0.0,1.6277717348953853,0.0,-1.1708380971656203,4.078008635070663,0.563252976436679,0.0,0.0,0.0,-0.31865287841617906,0.0,-1.302621036269515,0.0,0.4654377009261136,0.39091077094299714,3
